crypto_name,price_usd,market_cap,volume_24h,fetched_at
ethereum,2414.38,291352403004.11676,26673945071.15627,2026-08-22T16:09:36.997109+00:00
dogecoin,0.090704,14108936912.424618,2848211423.249569,2026-08-22T16:09:36.997109+00:00
cardano,0.223737,8382540003.341978,1273818311.088289,2026-08-22T16:09:36.997109+00:00
solana,93.44,54481104574.905334,8225879045.66382,2026-08-22T16:09:36.997109+00:00
bitcoin,77253,1550799582250.1436,44225229461.07082,2026-08-22T17:10:42.533477+00:00
ethereum,2422.61,292384150263.5878,26162256462.7735,2026-08-22T17:10:42.533477+00:00
dogecoin,0.091635,14270769054.00685,2924035480.450148,2026-08-22T17:10:42.533477+00:00
cardano,0.226067,8479640864.188705,1272155468.9883194,2026-08-22T17:10:42.533477+00:00
solana,94.22,54967507524.5884,8346205353.925244,2026-08-22T17:10:42.533477+00:00
bitcoin,77250,1550835630745.4966,43127610964.96021,2026-08-22T18:12:31.467900+00:00
ethereum,2425.83,292907700794.3562,25325173673.591904,2026-08-22T18:12:31.467900+00:00
dogecoin,0.092664,14429298294.46498,2986671759.238822,2026-08-22T18:12:31.467900+00:00
cardano,0.228083,8551656631.823289,1257485356.1123142,2026-08-22T18:12:31.467900+00:00
solana,94.09,54911293801.55636,8251824993.443852,2026-08-22T18:12:31.467900+00:00
bitcoin,77276,1551033981672.8115,41573981273.17124,2026-08-22T19:14:28.430090+00:00
ethereum,2428.08,293015454330.039,24830210553.185566,2026-08-22T19:14:28.430090+00:00
dogecoin,0.092603,14404492858.543674,2992791474.926379,2026-08-22T19:14:28.430090+00:00
cardano,0.229091,8585832058.040903,1233104194.9198153,2026-08-22T19:14:28.430090+00:00
solana,94.42,55060753492.455574,8173070680.91276,2026-08-22T19:14:28.430090+00:00
bitcoin,77400,1553451209966.7778,40381900629.01767,2026-08-22T20:09:40.998051+00:00
ethereum,2439.89,294409923748.24335,24736269656.97842,2026-08-22T20:09:40.998051+00:00
dogecoin,0.093803,14586928857.026688,3027452185.6647735,2026-08-22T20:09:40.998051+00:00
cardano,0.232576,8711599702.452995,1249041181.1250834,2026-08-22T20:09:40.998051+00:00
solana,94.61,55167779334.7926,8140669120.147561,2026-08-22T20:09:40.998051+00:00
bitcoin,77129,1548138028262.398,39564719901.229324,2026-08-22T21:11:01.187867+00:00
ethereum,2422.55,292204418411.76514,24019110091.350243,2026-08-22T21:11:01.187867+00:00
dogecoin,0.093993,14622229660.85011,3025040208.215131,2026-08-22T21:11:01.187867+00:00
cardano,0.228324,8562582643.553106,1206078052.0891113,2026-08-22T21:11:01.187867+00:00
solana,93.81,54709719049.67603,7999167587.698248,2026-08-22T21:11:01.187867+00:00
bitcoin,77074,1546878195961.059,38279600965.64452,2026-08-22T22:09:30.257326+00:00
ethereum,2418.43,291796482488.05286,22260030598.63502,2026-08-22T22:09:30.257326+00:00
dogecoin,0.092198,14336496334.472824,2868344225.0595164,2026-08-22T22:09:30.257326+00:00
cardano,0.225573,8450583404.133321,1249887207.6720521,2026-08-22T22:09:30.257326+00:00
solana,93.32,54413997256.88181,7960624470.697512,2026-08-22T22:09:30.257326+00:00
bitcoin,77038,1546167030622.8193,37406149379.93345,2026-08-22T23:09:37.133182+00:00
ethereum,2415.45,291470448966.42633,21076330541.422695,2026-08-22T23:09:37.133182+00:00
dogecoin,0.091957,14304299008.012989,2771495392.1639485,2026-08-22T23:09:37.133182+00:00
cardano,0.226723,8501933654.226422,1145838494.6240914,2026-08-22T23:09:37.133182+00:00
solana,93.72,54650842596.09248,7640404265.525694,2026-08-22T23:09:37.133182+00:00
bitcoin,77230,1550092044151.6091,36250925354.992065,2026-08-23T00:35:09.754094+00:00
ethereum,2426.77,292859547321.50397,20074568342.6868,2026-08-23T00:35:09.754094+00:00
dogecoin,0.092999,14471804528.781502,2775256362.308564,2026-08-23T00:35:09.754094+00:00
cardano,0.227058,8515463867.828364,1163801083.4957275,2026-08-23T00:35:09.754094+00:00
solana,94.44,55053972338.67259,7447783646.382267,2026-08-23T00:35:09.754094+00:00
bitcoin,77091,1546946789794.4243,35228585701.172134,2026-08-23T02:17:14.633619+00:00
ethereum,2417.37,291550934038.4458,19458386693.12859,2026-08-23T02:17:14.633619+00:00
dogecoin,0.091959,14290228224.787924,2736532676.6192517,2026-08-23T02:17:14.633619+00:00
cardano,0.223455,8368333891.954031,1123181411.7681198,2026-08-23T02:17:14.633619+00:00
solana,94.8,55252433743.4967,7923974510.035702,2026-08-23T02:17:14.633619+00:00
bitcoin,76942,1544339900781.9011,33625778073.905754,2026-08-23T03:40:01.309699+00:00
ethereum,2411.47,290999324477.2046,18737740320.793144,2026-08-23T03:40:01.309699+00:00
dogecoin,0.090905,14142127006.96912,2589957623.718367,2026-08-23T03:40:01.309699+00:00
cardano,0.219833,8245701606.011097,1050366975.2529787,2026-08-23T03:40:01.309699+00:00
solana,93.96,54788571445.94938,7619596560.815207,2026-08-23T03:40:01.309699+00:00
bitcoin,76857,1542668538464.7507,33261756080.51792,2026-08-23T04:25:28.776156+00:00
ethereum,2407.69,290523399576.94995,18388200516.505047,2026-08-23T04:25:28.776156+00:00
dogecoin,0.090944,14152887949.307362,2464616728.99539,2026-08-23T04:25:28.776156+00:00
cardano,0.219113,8217294593.08811,994930595.8261487,2026-08-23T04:25:28.776156+00:00
solana,93.4,54452030760.38929,7387365721.893889,2026-08-23T04:25:28.776156+00:00
bitcoin,75853,1526532686438.3188,31078959309.039696,2026-08-23T05:18:41.150090+00:00
ethereum,2361.13,285804023465.26666,16578048467.768883,2026-08-23T05:18:41.150090+00:00
dogecoin,0.089092,13902794001.468716,2060814527.0448093,2026-08-23T05:18:41.150090+00:00
cardano,0.214059,8057711629.407304,820543308.2055025,2026-08-23T05:18:41.150090+00:00
solana,91.84,53804640793.1772,6075722490.727459,2026-08-23T05:18:41.150090+00:00
bitcoin,76185,1528551602657.736,29658197798.24606,2026-08-23T06:20:21.099860+00:00
ethereum,2383.35,287621022711.9855,15276197070.733429,2026-08-23T06:20:21.099860+00:00
dogecoin,0.089889,13987619485.906137,1724725809.000759,2026-08-23T06:20:21.099860+00:00
cardano,0.21569,8086605269.086797,727522116.5541558,2026-08-23T06:20:21.099860+00:00
solana,92.26,53823765428.65551,5313565332.798425,2026-08-23T06:20:21.099860+00:00
bitcoin,76244,1530222049888.825,29278489020.56928,2026-08-23T07:23:47.412121+00:00
ethereum,2392.83,288694404981.5375,14930494632.558836,2026-08-23T07:23:47.412121+00:00
dogecoin,0.090302,14050806914.071547,1591400043.2562413,2026-08-23T07:23:47.412121+00:00
cardano,0.216938,8134978027.438615,680734324.8225013,2026-08-23T07:23:47.412121+00:00
solana,92.67,54041663266.13164,5133853802.049417,2026-08-23T07:23:47.412121+00:00
bitcoin,76188,1529230443871.209,29175022054.42974,2026-08-23T08:16:14.139655+00:00
ethereum,2406.6,290506406647.8229,14902480983.715002,2026-08-23T08:16:14.139655+00:00
dogecoin,0.090734,14119213431.878353,1572624225.785341,2026-08-23T08:16:14.139655+00:00
cardano,0.219177,8218628348.179303,666893765.9170903,2026-08-23T08:16:14.139655+00:00
solana,92.81,54135631032.82577,5011592224.21044,2026-08-23T08:16:14.139655+00:00
bitcoin,76554,1536351976908.4802,28504764377.786736,2026-08-23T09:16:02.986811+00:00
ethereum,2412.84,291131798808.4137,14429709343.002928,2026-08-23T09:16:02.986811+00:00
dogecoin,0.090777,14127632081.901724,1456846818.5113983,2026-08-23T09:16:02.986811+00:00
cardano,0.219989,8246689444.272033,630571855.9423219,2026-08-23T09:16:02.986811+00:00
solana,93.26,54387537398.2836,4772446737.488836,2026-08-23T09:16:02.986811+00:00
bitcoin,76672,1538797746689.5117,27594381510.46469,2026-08-23T10:11:19.530344+00:00
ethereum,2413.94,291332741283.8161,14079515418.002007,2026-08-23T10:11:19.530344+00:00
dogecoin,0.091453,14213724364.676037,1448436014.3967502,2026-08-23T10:11:19.530344+00:00
cardano,0.221047,8287518543.08839,605705959.2707778,2026-08-23T10:11:19.530344+00:00
solana,93.65,54613821567.654785,4625177215.030558,2026-08-23T10:11:19.530344+00:00
bitcoin,76790,1541750246208.664,26779671639.886448,2026-08-23T11:10:50.844274+00:00
ethereum,2416.48,291760962492.072,13331169388.991266,2026-08-23T11:10:50.844274+00:00
dogecoin,0.092128,14352239027.102297,1401134894.6360176,2026-08-23T11:10:50.844274+00:00
cardano,0.22171,8320030741.627935,581318735.2870528,2026-08-23T11:10:50.844274+00:00
solana,93.69,54668585024.62408,4382064793.930182,2026-08-23T11:10:50.844274+00:00
bitcoin,77039,1546285000064.3118,27277094601.989223,2026-08-23T12:15:25.680924+00:00
ethereum,2421.75,292088176303.51447,13465384991.077908,2026-08-23T12:15:25.680924+00:00
dogecoin,0.092079,14312192510.77577,1369941181.5112662,2026-08-23T12:15:25.680924+00:00
cardano,0.223822,8391614780.131908,570682268.866097,2026-08-23T12:15:25.680924+00:00
solana,94.22,54932150447.374016,4425336194.678575,2026-08-23T12:15:25.680924+00:00
bitcoin,77469,1554171633528.718,27476081651.090225,2026-08-23T13:24:00.759387+00:00
ethereum,2461.71,296100571359.81055,13850286523.736277,2026-08-23T13:24:00.759387+00:00
dogecoin,0.093426,14484097506.190758,1348689271.1037858,2026-08-23T13:24:00.759387+00:00
cardano,0.227594,8525944826.58929,586571588.402787,2026-08-23T13:24:00.759387+00:00
solana,95.27,55514310260.128136,4475271292.1733055,2026-08-23T13:24:00.759387+00:00
bitcoin,77446,1553550114812.6763,27842496995.430206,2026-08-23T14:12:12.091190+00:00
ethereum,2458.85,296648922341.57086,14405314798.002546,2026-08-23T14:12:12.091190+00:00
dogecoin,0.094258,14656634029.364693,1382078669.9529922,2026-08-23T14:12:12.091190+00:00
cardano,0.228997,8575417350.1477995,597728108.3340682,2026-08-23T14:12:12.091190+00:00
solana,95.39,55611059948.194954,4506104255.617071,2026-08-23T14:12:12.091190+00:00
bitcoin,77245,1551081352674.1145,28598279578.134457,2026-08-23T15:10:37.357161+00:00
ethereum,2437.28,294277295071.8118,15205871209.900984,2026-08-23T15:10:37.357161+00:00
dogecoin,0.092935,14469295600.475512,1367761342.9503376,2026-08-23T15:10:37.357161+00:00
cardano,0.225576,8460182303.582502,608205449.2644371,2026-08-23T15:10:37.357161+00:00
solana,95.31,55606739544.69495,4588417650.8353195,2026-08-23T15:10:37.357161+00:00
bitcoin,77210,1550046394548.6284,28418022307.5129,2026-08-23T16:11:21.394774+00:00
ethereum,2442.07,294729182670.73083,15313313297.703293,2026-08-23T16:11:21.394774+00:00
dogecoin,0.092234,14354250484.359346,1327927082.7079875,2026-08-23T16:11:21.394774+00:00
cardano,0.224522,8428514478.608362,592111575.4525799,2026-08-23T16:11:21.394774+00:00
solana,95.3,55608575501.75534,4599348724.960309,2026-08-23T16:11:21.394774+00:00
bitcoin,77319,1551541113165.2017,28130831044.130173,2026-08-23T17:10:45.104381+00:00
ethereum,2449.13,295416122792.1501,15466060490.023048,2026-08-23T17:10:45.104381+00:00
dogecoin,0.092572,14393167552.302189,1295924166.5294733,2026-08-23T17:10:45.104381+00:00
cardano,0.226063,8465466167.987699,586029188.7780002,2026-08-23T17:10:45.104381+00:00
solana,95.4,55608834737.20597,4504657343.011406,2026-08-23T17:10:45.104381+00:00
bitcoin,77257,1549765278644.912,28325318875.174255,2026-08-23T18:12:52.817431+00:00
ethereum,2442.79,294687423896.3245,15623693552.214413,2026-08-23T18:12:52.817431+00:00
dogecoin,0.092781,14436051715.94409,1254217957.2939734,2026-08-23T18:12:52.817431+00:00
cardano,0.225,8422617594.348301,576997216.992081,2026-08-23T18:12:52.817431+00:00
solana,95.19,55506537109.19902,4470823800.700973,2026-08-23T18:12:52.817431+00:00
bitcoin,77279,1551441859045.968,28583570337.369137,2026-08-23T19:13:35.256560+00:00
ethereum,2441.78,294910900777.1445,15586050420.929787,2026-08-23T19:13:35.256560+00:00
dogecoin,0.092228,14374929508.708794,1216953101.2247808,2026-08-23T19:13:35.256560+00:00
cardano,0.223886,8402843073.370309,580009426.6493343,2026-08-23T19:13:35.256560+00:00
solana,94.93,55404254858.34785,4435363353.212611,2026-08-23T19:13:35.256560+00:00
bitcoin,77230,1550089984600.7754,28538249522.041664,2026-08-23T20:08:53.201780+00:00
ethereum,2438.59,294215605958.1847,15432696313.891447,2026-08-23T20:08:53.201780+00:00
dogecoin,0.092253,14358871247.34254,1196061458.512107,2026-08-23T20:08:53.201780+00:00
cardano,0.222796,8328075653.547843,603298945.3586679,2026-08-23T20:08:53.201780+00:00
solana,94.95,55358904615.44309,4412674283.05666,2026-08-23T20:08:53.201780+00:00
bitcoin,77626,1558290689151.2397,28167981005.791695,2026-08-23T21:10:08.187174+00:00
ethereum,2462.34,296931791563.3427,15453898919.57049,2026-08-23T21:10:08.187174+00:00
dogecoin,0.093529,14548247678.219666,1104024649.8692293,2026-08-23T21:10:08.187174+00:00
cardano,0.227312,8522213488.782575,596025915.9173774,2026-08-23T21:10:08.187174+00:00
solana,95.41,55629053729.93787,4380761751.44781,2026-08-23T21:10:08.187174+00:00
bitcoin,77708,1559550222165.0828,28990374904.147743,2026-08-23T22:09:13.682704+00:00
ethereum,2459.08,296668205425.64496,15803974993.966059,2026-08-23T22:09:13.682704+00:00
dogecoin,0.092941,14465198417.29073,1063091806.5441905,2026-08-23T22:09:13.682704+00:00
cardano,0.225815,8466994110.00517,567210118.4757918,2026-08-23T22:09:13.682704+00:00
solana,95.16,55480482706.34509,4401077621.234564,2026-08-23T22:09:13.682704+00:00
bitcoin,77415,1553702333645.564,29075368534.08981,2026-08-23T23:10:08.683219+00:00
ethereum,2449.26,295498683718.4315,16065643361.967194,2026-08-23T23:10:08.683219+00:00
dogecoin,0.093008,14461688520.444916,1072559884.2438351,2026-08-23T23:10:08.683219+00:00
cardano,0.225955,8469076404.596159,585393195.112012,2026-08-23T23:10:08.683219+00:00
solana,95.32,55588290156.77492,4405160333.476498,2026-08-23T23:10:08.683219+00:00
bitcoin,77406,1553104110329.9731,29857519380.73402,2026-08-24T00:33:58.131090+00:00
ethereum,2453.23,295852645241.4263,16525728538.06136,2026-08-24T00:33:58.131090+00:00
dogecoin,0.09247,14376012921.896446,1114070947.7806573,2026-08-24T00:33:58.131090+00:00
cardano,0.223188,8362113102.01685,603888423.9696397,2026-08-24T00:33:58.131090+00:00
solana,94.62,55124213941.86,4353986772.78155,2026-08-24T00:33:58.131090+00:00
